,0
1399,137449.99999999997
1400,120000.00000000004
1401,192999.99999999985
1402,193879.00000000006
1403,282922.00000000006
1404,104999.99999999997
1405,275000.0000000002
1406,133000.00000000012
1407,112000.00000000004
1408,125500.00000000006
1409,215000.0
1410,230000.0000000001
1411,139999.9999999999
1412,90000.00000000001
1413,257000.00000000015
1414,206999.99999999994
1415,175900.0000000001
1416,122499.99999999996
1417,339999.99999999994
1418,124000.00000000007
1419,223000.00000000003
1420,179900.00000000006
1421,127500.00000000001
1422,136500.00000000006
1423,274969.9999999999
1424,144000.0
1425,142000.0
1426,271000.0000000002
1427,139999.9999999999
1428,118999.99999999993
1429,182900.00000000006
1430,192139.99999999988
1431,143750.0000000001
1432,64500.000000000015
1433,186500.0000000001
1434,159999.99999999997
1435,173999.99999999997
1436,120499.99999999996
1437,394616.9999999999
1438,149699.9999999999
1439,197000.00000000015
1440,191000.00000000015
1441,149300.0
1442,310000.0000000002
1443,121000.00000000003
1444,179599.9999999999
1445,129000.0000000001
1446,157899.9999999999
1447,240000.00000000003
1448,112000.00000000004
1449,92000.00000000007
1450,135999.99999999997
1451,287089.9999999999
1452,145000.00000000012
1453,84499.99999999994
1454,185000.00000000006
1455,175000.00000000012
1456,210000.0
1457,266499.99999999994
1458,142125.00000000006
1459,147499.99999999997
